Country Code,City,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
216,8,10,0,0,0,1,4.3,1,5,558
216,8,10,0,0,0,1,4.2,1,5,613
216,8,25,0,0,0,2,4.0,1,5,353
216,8,25,0,0,0,2,4.1,1,5,387
216,8,40,0,0,0,3,4.3,1,5,755
216,8,10,0,0,0,1,4.2,1,5,800
216,8,10,0,0,0,1,4.1,1,5,350
216,8,40,0,0,0,3,4.1,1,5,464
216,8,25,0,0,0,2,4.2,1,5,550
216,8,10,0,0,0,1,4.1,1,5,543
216,8,40,0,0,0,3,4.1,1,5,465
216,8,10,0,0,0,1,4.4,1,5,546
216,8,10,0,0,0,1,4.4,1,5,1098
216,8,25,0,0,0,2,4.2,1,5,579
216,8,10,0,0,0,1,4.1,1,5,374
216,10,40,0,0,0,3,4.6,0,1,717
216,10,40,0,0,0,3,4.9,0,1,548
216,10,25,0,0,0,2,4.5,0,1,631
216,10,10,0,0,0,1,3.9,5,2,372
216,10,25,0,0,0,2,3.9,5,2,201
216,10,40,0,0,0,3,3.8,5,2,332
216,10,25,0,0,0,2,3.5,5,2,304
216,10,40,0,0,0,3,4.3,1,5,368
216,10,25,0,0,0,2,4.1,1,5,430
216,10,25,0,0,0,2,4.4,1,5,433
216,10,10,0,0,0,1,4.0,1,5,380
216,10,25,0,0,0,2,4.0,1,5,456
216,10,40,0,0,0,3,4.2,1,5,647
216,10,40,0,0,0,3,4.0,1,5,360
216,10,25,0,0,0,2,4.0,1,5,227
216,10,25,0,0,0,2,3.9,5,2,290
216,10,10,0,0,0,1,4.1,1,5,270
216,10,25,0,0,0,2,4.0,1,5,326
216,10,35,0,0,0,3,4.3,1,5,317
216,10,10,0,0,0,1,4.2,1,5,300
14,12,20,0,0,0,2,3.2,2,0,21
14,15,20,0,0,0,2,4.6,0,1,237
216,20,25,0,0,0,2,4.5,0,1,879
216,20,25,0,0,0,2,4.6,0,1,615
216,20,25,0,0,0,2,4.5,0,1,879
216,20,70,0,0,0,4,3.9,5,2,379
216,20,10,0,0,0,1,4.3,1,5,303
216,20,70,0,0,0,4,4.1,1,5,538
216,20,10,0,0,0,1,4.2,1,5,334
216,20,25,0,0,0,2,4.3,1,5,555
216,20,10,0,0,0,1,4.4,1,5,823
216,20,25,0,0,0,2,4.1,1,5,550
216,20,25,0,0,0,2,4.4,1,5,650
216,20,10,0,0,0,1,4.3,1,5,410
216,20,10,0,0,0,1,4.4,1,5,660
216,20,25,0,0,0,2,4.4,1,5,360
216,20,40,0,0,0,3,4.0,1,5,340
216,20,25,0,0,0,2,4.1,1,5,393
216,20,10,0,0,0,1,4.3,1,5,422
216,20,40,0,0,0,3,4.0,1,5,435
216,20,25,0,0,0,2,4.0,1,5,369
216,20,40,0,0,0,3,4.4,1,5,487
216,23,40,0,0,0,3,3.7,5,2,98
216,23,40,0,0,0,3,4.1,1,5,365
216,23,10,0,0,0,1,4.1,1,5,190
216,23,40,0,0,0,3,4.1,1,5,429
216,23,25,0,0,0,2,4.4,1,5,430
216,23,25,0,0,0,2,4.2,1,5,186
216,23,10,0,0,0,1,4.2,1,5,220
216,23,10,0,0,0,1,4.2,1,5,347
216,23,25,0,0,0,2,3.8,5,2,161
216,23,25,0,0,0,2,4.1,1,5,160
216,23,10,0,0,0,1,4.9,0,1,820
216,23,10,0,0,0,1,4.5,0,1,488
216,23,25,0,0,0,2,3.6,5,2,253
216,23,40,0,0,0,3,3.8,5,2,220
216,23,25,0,0,0,2,4.3,1,5,485
216,23,40,0,0,0,3,4.3,1,5,428
216,23,25,0,0,0,2,4.1,1,5,294
216,23,40,0,0,0,3,4.0,1,5,380
216,23,25,0,0,0,2,4.2,1,5,259
216,23,25,0,0,0,2,4.7,0,1,433
37,25,25,0,0,0,2,3.7,5,2,176
216,27,10,0,0,0,1,4.3,1,5,96
216,28,25,0,0,0,2,3.1,2,0,6
216,31,10,0,0,0,1,3.3,2,0,33
216,31,25,0,0,0,2,4.6,0,1,489
216,31,25,0,0,0,2,4.5,0,1,345
216,31,25,0,0,0,2,3.8,5,2,149
216,31,25,0,0,0,2,3.9,5,2,330
216,31,40,0,0,0,3,3.9,5,2,247
216,31,10,0,0,0,1,3.7,5,2,123
216,31,40,0,0,0,3,3.6,5,2,109
216,31,40,0,0,0,3,3.7,5,2,134
216,31,40,0,0,0,3,4.2,1,5,722
216,31,25,0,0,0,2,4.3,1,5,213
216,31,25,0,0,0,2,4.0,1,5,335
216,31,25,0,0,0,2,4.0,1,5,353
216,31,0,0,0,0,1,4.0,1,5,170
216,31,25,0,0,0,2,4.1,1,5,192
216,31,40,0,0,0,3,4.1,1,5,302
216,31,10,0,0,0,1,4.2,1,5,355
216,31,25,0,0,0,2,4.3,1,5,287
216,31,40,0,0,0,3,4.0,1,5,264
216,31,40,0,0,0,3,4.4,1,5,235
37,32,25,0,0,0,2,3.0,2,0,6
216,33,25,0,0,0,2,3.7,5,2,38
216,33,10,0,0,0,1,4.4,1,5,122
216,33,25,0,0,0,2,4.4,1,5,207
216,33,10,0,0,0,1,3.9,5,2,66
216,33,10,0,0,0,1,4.9,0,1,249
216,33,25,0,0,0,2,3.8,5,2,63
216,33,40,0,0,0,3,3.8,5,2,145
216,33,10,0,0,0,1,3.8,5,2,83
216,33,25,0,0,0,2,3.7,5,2,116
216,33,10,0,0,0,1,4.1,1,5,122
216,33,10,0,0,0,1,4.1,1,5,142
216,33,10,0,0,0,1,4.1,1,5,114
216,33,25,0,0,0,2,4.6,0,1,214
216,33,10,0,0,0,1,4.3,1,5,116
216,33,25,0,0,0,2,4.2,1,5,111
216,33,10,0,0,0,1,3.7,5,2,25
216,33,10,0,0,0,1,4.1,1,5,128
216,33,10,0,0,0,1,4.3,1,5,244
216,33,10,0,0,0,1,4.2,1,5,112
216,33,10,0,0,0,1,4.1,1,5,144
216,34,25,0,0,0,2,4.6,0,1,166
216,34,40,0,0,0,3,4.5,0,1,208
216,34,25,0,0,0,2,3.9,5,2,136
216,34,10,0,0,0,1,4.0,1,5,85
216,34,25,0,0,0,2,4.1,1,5,117
216,34,25,0,0,0,2,3.4,2,0,53
216,34,25,0,0,0,2,4.9,0,1,474
216,34,10,0,0,0,1,3.9,5,2,125
216,34,70,0,0,0,4,3.7,5,2,201
216,34,25,0,0,0,2,0.0,4,3,2
216,34,25,0,0,0,2,0.0,4,3,3
216,34,0,0,0,0,1,4.3,1,5,167
216,34,25,0,0,0,2,4.0,1,5,112
216,34,25,0,0,0,2,4.1,1,5,256
216,34,10,0,0,0,1,4.3,1,5,123
216,34,25,0,0,0,2,4.0,1,5,199
216,34,25,0,0,0,2,4.1,1,5,157
216,34,25,0,0,0,2,4.1,1,5,100
216,34,40,0,0,0,3,4.2,1,5,141
216,34,25,0,0,0,2,4.2,1,5,197
216,36,25,0,0,0,2,4.5,0,1,1025
216,36,25,0,0,0,2,4.9,0,1,570
216,36,40,0,0,0,3,4.5,0,1,674
216,36,25,0,0,0,2,4.1,1,5,496
216,36,25,0,0,0,2,4.0,1,5,411
216,36,25,0,0,0,2,3.2,2,0,113
216,36,40,0,0,0,3,4.5,0,1,1109
216,36,25,0,0,0,2,4.6,0,1,728
216,36,10,0,0,0,1,4.4,1,5,659
216,36,40,0,0,0,3,4.2,1,5,370
216,36,40,0,0,0,3,4.3,1,5,532
216,36,25,0,0,0,2,4.8,0,1,860
216,36,10,0,0,0,1,4.2,1,5,943
216,36,70,0,0,0,4,4.1,1,5,476
216,36,10,0,0,0,1,4.1,1,5,218
216,36,10,0,0,0,1,4.0,1,5,214
216,36,25,0,0,0,2,4.3,1,5,699
216,36,25,0,0,0,2,3.8,5,2,308
216,36,25,0,0,0,2,4.0,1,5,157
216,36,40,0,0,0,3,4.2,1,5,530
14,37,7,0,0,0,1,3.6,5,2,29
216,40,10,0,0,0,1,3.4,2,0,33
216,40,25,0,0,0,2,3.3,2,0,40
216,40,10,0,0,0,1,3.4,2,0,153
216,40,25,0,0,0,2,3.3,2,0,65
216,40,25,0,0,0,2,3.4,2,0,58
216,40,25,0,0,0,2,3.5,5,2,100
216,40,10,0,0,0,1,3.6,5,2,156
216,40,0,0,0,0,1,3.5,5,2,74
216,40,25,0,0,0,2,3.6,5,2,117
216,40,40,0,0,0,3,3.7,5,2,83
216,40,25,0,0,0,2,3.6,5,2,48
216,40,40,0,0,0,3,3.8,5,2,198
216,40,10,0,0,0,1,3.5,5,2,126
216,40,10,0,0,0,1,3.5,5,2,119
216,40,25,0,0,0,2,3.6,5,2,140
216,40,40,0,0,0,3,3.6,5,2,159
216,40,25,0,0,0,2,3.6,5,2,131
216,40,10,0,0,0,1,3.5,5,2,60
216,40,25,0,0,0,2,3.7,5,2,89
216,40,70,0,0,0,4,3.6,5,2,72
14,41,20,0,0,0,2,4.1,1,5,56
216,44,10,0,0,0,1,3.7,5,2,83
14,45,30,0,0,0,3,3.5,5,2,37
14,46,20,0,0,0,2,3.7,5,2,29
216,47,25,0,0,0,2,4.4,1,5,239
216,47,10,0,0,0,1,4.1,1,5,235
216,47,25,0,0,0,2,3.8,5,2,88
216,47,10,0,0,0,1,3.9,5,2,133
216,47,10,0,0,0,1,4.4,1,5,267
216,47,25,0,0,0,2,4.1,1,5,171
216,47,25,0,0,0,2,3.8,5,2,107
216,47,40,0,0,0,3,4.3,1,5,164
216,47,10,0,0,0,1,4.1,1,5,182
216,47,25,0,0,0,2,4.9,0,1,681
216,47,10,0,0,0,1,4.6,0,1,357
216,47,25,0,0,0,2,3.8,5,2,89
216,47,25,0,0,0,2,4.2,1,5,350
216,47,10,0,0,0,1,4.3,1,5,298
216,47,25,0,0,0,2,4.2,1,5,319
216,47,40,0,0,0,3,3.8,5,2,114
216,47,10,0,0,0,1,3.9,5,2,136
216,47,25,0,0,0,2,2.2,3,4,108
216,47,10,0,0,0,1,4.0,1,5,161
14,52,20,0,0,0,2,3.8,5,2,192
14,52,7,0,0,0,1,3.8,5,2,93
14,53,20,0,0,0,2,4.1,1,5,40
14,57,7,0,0,0,1,3.7,5,2,100
14,64,7,0,0,0,1,3.8,5,2,97
216,65,10,0,0,0,1,3.6,5,2,41
216,66,25,0,0,0,2,4.5,0,1,799
14,68,20,0,0,0,2,3.6,5,2,18
14,71,20,0,0,0,2,3.5,5,2,31
216,72,25,0,0,0,2,3.9,5,2,146
216,72,10,0,0,0,1,4.9,0,1,478
216,72,25,0,0,0,2,4.6,0,1,467
216,72,25,0,0,0,2,4.5,0,1,302
216,72,25,0,0,0,2,4.5,0,1,289
216,72,40,0,0,0,3,4.1,1,5,293
216,72,70,0,0,0,4,4.0,1,5,195
216,72,10,0,0,0,1,4.3,1,5,244
216,72,70,0,0,0,4,4.2,1,5,379
216,72,10,0,0,0,1,4.2,1,5,223
216,72,25,0,0,0,2,3.7,5,2,243
216,72,25,0,0,0,2,3.7,5,2,104
216,72,10,0,0,0,1,3.7,5,2,153
216,72,25,0,0,0,2,3.8,5,2,323
216,72,10,0,0,0,1,4.1,1,5,181
216,72,25,0,0,0,2,4.0,1,5,316
216,72,25,0,0,0,2,4.2,1,5,288
216,72,10,0,0,0,1,4.0,1,5,232
216,72,40,0,0,0,3,4.1,1,5,314
14,77,20,0,0,0,2,2.9,2,0,11
216,78,10,0,0,0,1,2.4,3,4,17
14,79,30,0,0,0,3,3.8,5,2,176
216,81,25,0,0,0,2,3.6,5,2,65
14,82,30,0,0,0,3,2.4,3,4,193
216,89,40,0,0,0,3,3.6,5,2,30
216,90,40,0,0,0,3,4.4,1,5,981
216,90,45,0,0,0,3,4.5,0,1,1151
216,90,35,0,0,0,3,4.7,0,1,1341
216,90,50,0,0,0,4,4.3,1,5,782
216,90,40,0,0,0,3,4.6,0,1,1293
216,90,100,0,0,0,4,4.6,0,1,2324
216,90,45,0,0,0,3,4.3,1,5,910
216,90,50,0,0,0,4,4.4,1,5,886
216,90,35,0,0,0,3,4.6,0,1,1293
216,90,10,0,0,0,1,4.4,1,5,570
216,90,60,0,0,0,4,4.4,1,5,1685
216,90,40,0,0,0,3,4.8,0,1,1699
216,90,25,0,0,0,2,4.9,0,1,1457
216,90,35,0,0,0,3,4.9,0,1,1252
216,90,25,0,0,0,2,4.7,0,1,1412
216,90,25,0,0,0,2,3.6,5,2,432
216,90,40,0,0,0,3,4.2,1,5,568
216,90,25,0,0,0,2,4.4,1,5,797
216,90,40,0,0,0,3,4.4,1,5,1998
14,91,30,0,0,0,3,4.4,1,5,381
14,96,120,0,0,0,4,2.6,2,0,16
14,97,20,0,0,0,2,3.4,2,0,19
216,98,25,0,0,0,2,4.2,1,5,635
216,98,40,0,0,0,3,4.9,0,1,2238
216,98,10,0,0,0,1,4.6,0,1,792
216,98,10,0,0,0,1,4.5,0,1,828
216,98,40,0,0,0,3,3.7,5,2,292
216,98,25,0,0,0,2,3.9,5,2,502
216,98,25,0,0,0,2,3.7,5,2,559
216,98,25,0,0,0,2,4.2,1,5,1268
216,98,40,0,0,0,3,4.1,1,5,669
216,98,40,0,0,0,3,4.4,1,5,900
216,98,25,0,0,0,2,4.3,1,5,765
216,98,40,0,0,0,3,4.0,1,5,1270
216,98,25,0,0,0,2,4.1,1,5,502
216,98,40,0,0,0,3,3.9,5,2,724
216,98,40,0,0,0,3,3.5,5,2,479
216,98,25,0,0,0,2,4.2,1,5,591
216,98,40,0,0,0,3,4.4,1,5,1408
216,98,40,0,0,0,3,4.3,1,5,905
216,98,10,0,0,0,1,4.7,0,1,816
216,98,40,0,0,0,3,4.4,1,5,747
14,99,20,0,0,0,2,3.7,5,2,351
216,100,10,0,0,0,1,3.7,5,2,104
216,100,45,0,0,0,3,3.5,5,2,83
216,100,10,0,0,0,1,3.6,5,2,91
216,100,0,0,0,0,1,3.6,5,2,59
216,100,40,0,0,0,3,3.7,5,2,222
216,100,30,0,0,0,3,3.6,5,2,121
216,100,10,0,0,0,1,3.5,5,2,93
216,100,10,0,0,0,1,3.8,5,2,136
216,100,10,0,0,0,1,3.8,5,2,160
216,100,25,0,0,0,2,3.7,5,2,152
216,100,10,0,0,0,1,3.5,5,2,57
216,100,25,0,0,0,2,3.7,5,2,191
216,100,40,0,0,0,3,3.6,5,2,85
216,100,0,0,0,0,1,3.6,5,2,108
216,100,25,0,0,0,2,3.6,5,2,132
216,100,25,0,0,0,2,3.8,5,2,141
216,100,25,0,0,0,2,3.7,5,2,162
216,100,40,0,0,0,3,3.6,5,2,144
216,100,25,0,0,0,2,0.0,4,3,1
216,100,10,0,0,0,1,4.1,1,5,365
216,101,25,0,0,0,2,3.3,2,0,9
216,103,70,0,0,0,4,4.0,1,5,542
216,109,25,0,0,0,2,4.5,0,1,691
216,109,35,0,0,0,3,4.7,0,1,764
216,109,30,0,0,0,3,4.5,0,1,487
216,109,10,0,0,0,1,4.5,0,1,695
216,109,40,0,0,0,3,4.2,1,5,485
216,109,40,0,0,0,3,4.2,1,5,807
216,109,10,0,0,0,1,4.6,0,1,723
216,109,10,0,0,0,1,4.2,1,5,874
216,109,25,0,0,0,2,4.4,1,5,552
216,109,40,0,0,0,3,4.3,1,5,1056
216,109,40,0,0,0,3,4.3,1,5,707
216,109,70,0,0,0,4,4.9,0,1,1343
216,109,10,0,0,0,1,4.9,0,1,602
216,109,40,0,0,0,3,4.6,0,1,1078
216,109,25,0,0,0,2,3.9,5,2,232
216,109,70,0,0,0,4,4.4,1,5,1492
216,109,10,0,0,0,1,4.0,1,5,535
216,109,70,0,0,0,4,4.2,1,5,531
216,109,25,0,0,0,2,4.2,1,5,694
216,114,40,0,0,0,3,3.3,2,0,1201
216,114,40,0,0,0,3,4.7,0,1,906
216,114,10,0,0,0,1,4.6,0,1,880
216,114,40,0,0,0,3,4.5,0,1,1014
216,114,25,0,0,0,2,4.5,0,1,796
216,114,25,0,0,0,2,3.7,5,2,747
216,114,40,0,0,0,3,3.8,5,2,566
216,114,25,0,0,0,2,4.1,1,5,683
216,114,25,0,0,0,2,4.4,1,5,690
216,114,10,0,0,0,1,4.2,1,5,680
216,114,10,0,0,0,1,4.1,1,5,287
216,114,40,0,0,0,3,4.1,1,5,802
216,114,25,0,0,0,2,4.3,1,5,710
216,114,10,0,0,0,1,4.3,1,5,456
216,114,70,0,0,0,4,4.0,1,5,687
216,114,25,0,0,0,2,4.3,1,5,719
216,114,70,0,0,0,4,4.4,1,5,1803
216,114,70,0,0,0,4,4.1,1,5,558
216,114,40,0,0,0,3,3.8,5,2,883
184,117,300,0,0,0,4,3.4,2,0,34
184,117,270,0,0,0,4,4.0,1,5,33
184,117,500,0,0,0,4,3.8,5,2,33
184,117,80,0,0,0,4,3.1,2,0,34
184,117,430,0,0,0,4,3.8,5,2,35
184,117,315,0,0,0,4,3.9,5,2,33
184,117,20,0,0,0,2,4.2,1,5,29
184,117,100,0,0,0,4,4.1,1,5,35
184,117,50,0,0,0,3,3.2,2,0,29
184,117,80,0,0,0,4,3.2,2,0,30
184,117,40,0,0,0,3,3.7,5,2,33
184,117,30,0,0,0,3,3.0,2,0,25
184,117,220,0,0,0,4,3.8,5,2,30
184,117,300,0,0,0,4,3.9,5,2,34
184,117,60,0,0,0,4,3.1,2,0,33
184,117,60,0,0,0,4,3.2,2,0,32
184,117,95,0,0,0,4,3.2,2,0,30
184,117,50,0,0,0,3,3.8,5,2,28
184,117,40,0,0,0,3,3.9,5,2,35
184,117,75,0,0,0,4,3.2,2,0,33
216,118,40,0,0,0,3,3.7,5,2,100
216,118,10,0,0,0,1,3.6,5,2,92
216,118,10,0,0,0,1,3.8,5,2,182
216,118,10,0,0,0,1,3.6,5,2,76
216,118,40,0,0,0,3,3.7,5,2,129
216,118,25,0,0,0,2,3.6,5,2,94
216,118,25,0,0,0,2,3.8,5,2,129
216,118,25,0,0,0,2,3.8,5,2,178
216,118,10,0,0,0,1,3.7,5,2,97
216,118,10,0,0,0,1,3.9,5,2,161
216,118,10,0,0,0,1,3.7,5,2,122
216,118,10,0,0,0,1,3.8,5,2,195
216,118,40,0,0,0,3,3.7,5,2,146
216,118,10,0,0,0,1,3.7,5,2,117
216,118,25,0,0,0,2,3.8,5,2,187
216,118,40,0,0,0,3,3.9,5,2,239
216,118,10,0,0,0,1,4.0,1,5,303
216,118,40,0,0,0,3,4.0,1,5,280
216,118,25,0,0,0,2,4.0,1,5,271
216,118,70,0,0,0,4,3.5,5,2,58
216,123,25,0,0,0,2,4.6,0,1,1321
216,123,25,0,0,0,2,4.6,0,1,1629
216,123,25,0,0,0,2,4.1,1,5,921
216,123,25,0,0,0,2,4.1,1,5,986
216,123,25,0,0,0,2,4.1,1,5,1020
216,123,70,0,0,0,4,4.7,0,1,3157
216,123,40,0,0,0,3,3.9,5,2,665
216,123,70,0,0,0,4,3.9,5,2,373
216,123,25,0,0,0,2,4.4,1,5,1007
216,123,25,0,0,0,2,4.4,1,5,803
216,123,40,0,0,0,3,4.2,1,5,1363
216,123,10,0,0,0,1,4.9,0,1,1424
216,123,40,0,0,0,3,4.5,0,1,844
216,123,40,0,0,0,3,4.9,0,1,1413
216,123,40,0,0,0,3,4.5,0,1,1203
216,123,40,0,0,0,3,4.7,0,1,3074
216,123,40,0,0,0,3,4.8,0,1,1715
216,123,10,0,0,0,1,4.5,0,1,1868
216,123,40,0,0,0,3,4.0,1,5,875
216,123,40,0,0,0,3,4.4,1,5,1746
14,125,30,0,0,0,3,4.4,1,5,339
14,126,20,0,0,0,2,4.1,1,5,87
216,128,25,0,0,0,2,3.4,2,0,98
216,128,25,0,0,0,2,3.1,2,0,83
216,128,40,0,0,0,3,3.9,5,2,231
216,128,40,0,0,0,3,3.7,5,2,216
216,128,35,0,0,0,3,3.8,5,2,185
216,128,25,0,0,0,2,3.7,5,2,185
216,128,10,0,0,0,1,3.8,5,2,281
216,128,40,0,0,0,3,3.7,5,2,137
216,128,25,0,0,0,2,3.7,5,2,209
216,128,10,0,0,0,1,3.7,5,2,168
216,128,25,0,0,0,2,3.9,5,2,243
216,128,40,0,0,0,3,3.8,5,2,221
216,128,10,0,0,0,1,3.5,5,2,46
216,128,25,0,0,0,2,3.9,5,2,262
216,128,25,0,0,0,2,3.7,5,2,183
216,128,70,0,0,0,4,3.5,5,2,208
216,128,25,0,0,0,2,3.8,5,2,245
216,128,25,0,0,0,2,3.8,5,2,199
216,128,40,0,0,0,3,3.8,5,2,225
216,128,25,0,0,0,2,4.1,1,5,575
216,130,10,0,0,0,1,4.3,1,5,88
14,131,20,0,0,0,2,3.6,5,2,96
37,132,70,0,0,0,4,4.3,1,5,204
216,134,10,0,0,0,1,3.2,2,0,18
216,134,25,0,0,0,2,3.7,5,2,134
216,134,10,0,0,0,1,3.9,5,2,190
216,134,10,0,0,0,1,3.8,5,2,136
216,134,25,0,0,0,2,3.7,5,2,113
216,134,10,0,0,0,1,3.6,5,2,69
216,134,40,0,0,0,3,3.6,5,2,89
216,134,25,0,0,0,2,3.6,5,2,80
216,134,40,0,0,0,3,3.8,5,2,175
216,134,10,0,0,0,1,3.7,5,2,136
216,134,25,0,0,0,2,3.6,5,2,114
216,134,25,0,0,0,2,3.6,5,2,93
216,134,25,0,0,0,2,3.6,5,2,89
216,134,25,0,0,0,2,3.6,5,2,69
216,134,40,0,0,0,3,3.6,5,2,86
216,134,10,0,0,0,1,3.7,5,2,73
216,134,25,0,0,0,2,3.6,5,2,104
216,134,10,0,0,0,1,3.7,5,2,101
216,134,10,0,0,0,1,3.5,5,2,58
216,134,25,0,0,0,2,3.9,5,2,156
216,135,25,0,0,0,2,3.9,5,2,156
216,137,25,0,0,0,2,3.2,2,0,16
37,138,25,0,0,0,2,3.3,2,0,26
214,0,190,0,0,0,4,4.6,0,1,207
214,0,260,0,1,0,4,4.6,0,1,376
214,0,150,1,1,0,3,4.4,1,5,471
214,0,70,0,0,0,2,4.3,1,5,224
214,0,100,0,0,0,3,4.2,1,5,228
214,0,180,0,0,0,4,4.6,0,1,81
214,0,230,0,0,0,4,4.1,1,5,422
214,0,350,1,1,0,4,4.4,1,5,246
214,0,120,1,1,0,3,4.0,1,5,355
214,0,60,0,1,0,2,3.6,5,2,268
214,0,100,0,1,0,3,4.5,0,1,162
214,0,250,0,1,0,4,4.0,1,5,205
214,0,50,0,1,0,2,4.0,1,5,277
214,0,70,0,1,0,2,4.0,1,5,380
214,0,80,1,1,0,3,4.3,1,5,180
214,0,100,0,1,0,3,4.0,1,5,525
214,0,330,1,0,0,4,4.9,0,1,216
214,0,500,1,0,0,4,4.7,0,1,201
214,0,250,0,0,0,4,4.2,1,5,435
214,0,200,0,0,0,4,4.6,0,1,586
